system:index,Class,.geo
"1_78,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.64512581131275,1.904479804302634]}"""
"1_79,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.68907112381275,1.8011936988091977]}"""
"1_80,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.69422096512135,1.7840359622727142]}"""
"1_85,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.80614418289478,1.7260416371742353]}"""
"1_86,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.79447120926197,1.7668780656983523]}"""
"1_88,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.70143074295338,1.7672212251882669]}"""
"1_90,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.7134470393401,1.7874675224322252]}"""
"1_92,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52908272049244,1.7215804612158556]}"""
"1_96,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.59156746170338,1.7737412434342614]}"""
"1_97,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5874475886565,1.7799180816323685]}"""
"1_98,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.59534401199635,1.7987916253857428]}"""
"1_100,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61216682693775,1.8313909217343272]}"""
"1_101,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61422676346119,1.819380723096733]}"""
"1_104,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63379616043385,1.8300183316685557]}"""
"1_106,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.64684242508228,1.8584993590885726]}"""
"1_107,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63173622391041,1.8722249918279639]}"""
"1_108,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61182350418385,1.8626170601489995]}"""
"1_109,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61182350418385,1.8739406883793246]}"""
"1_111,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60083717605885,1.9089405289474288]}"""
"1_112,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57749122879322,1.9065386017291235]}"""
"1_114,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55826515457447,1.884234832334414]}"""
"1_116,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56101173660572,1.8615876357852874]}"""
"1_118,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.45423836014088,1.8928132391656645]}"""
"1_120,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.41269630691822,1.8917838325832503]}"""
"1_122,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.67190498611744,1.7126580780052247]}"""
"1_124,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.7683786799651,1.7243258015044332]}"""
"1_125,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.75464576980885,1.7569264129615916]}"""
"1_126,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.75430244705494,1.783349649472232]}"""
"1_127,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.73816627762135,1.7586422189485744]}"""
"1_128,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.73335975906666,1.7428567445574585]}"""
"1_129,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.73061317703541,1.7260416371742353]}"""
"1_135,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.69751878838541,1.84332375362047]}"""
"1_136,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.69099565606119,1.8265095649286476]}"""
"1_137,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.68241258721353,1.8182739864364186]}"""
"1_138,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.67554613213541,1.8079794604950197]}"""
"1_140,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61752458672525,1.8035184811021967]}"""
"1_141,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60173174004557,1.8155287852463085]}"""
"1_143,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5924620256901,1.8855300958709191]}"""
"1_146,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.48946519951822,1.7015993341047462]}"""
"1_153,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60585161309244,1.4496959186630827]}"""
"1_159,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.68344255547525,1.568101176082595]}"""
"1_160,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56980272393228,1.5495686085649685]}"""
"1_164,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57513584921867,1.5015167259100661]}"""
"1_165,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57273258994132,1.507994708175781]}"""
"1_168,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57569374869377,1.5107403372302513]}"""
"1_169,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58354725668937,1.5099252289665706]}"""
"1_170,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57050099204093,1.5082950115224207]}"""
"1_171,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56801190207511,1.5087669166977031]}"""
"1_172,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56638111899406,1.5034901530083733]}"""
"1_173,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56517948935539,1.5039620592241805]}"""
"1_174,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56153168509513,1.497012157383998]}"""
"1_175,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55346360037834,1.4928507858540268]}"""
"1_176,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.53964485953361,1.49426651107409]}"""
"1_177,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5473696214965,1.500058104735611]}"""
"1_179,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56015839407951,1.4898477293400825]}"""
"1_180,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5774103624633,1.4878742899728237]}"""
"1_182,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58303227255851,1.4883891004128469]}"""
"1_183,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58341851065666,1.4894616217768277]}"""
"1_184,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58251728842765,1.4898477293400825]}"""
"1_187,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58899750540763,1.4936659004860557]}"""
"1_190,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57989945242912,1.4924646788175737]}"""
"1_192,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57947029898673,1.4877455873440495]}"""
"1_193,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58015694449455,1.486029551576418]}"""
"1_195,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57556500266105,1.4871449749771437]}"""
"1_199,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5222641451171,1.4973124622406508]}"""
"1_201,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57642330954582,1.5005729123200302]}"""
"1_203,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5762945635131,1.5032327495749365]}"""
"1_204,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60710778067619,1.4961541432812322]}"""
"1_205,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61045517752677,1.4948671214978804]}"""
"1_206,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.61084141562492,1.4936659004860557]}"""
"1_208,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57432045767814,1.5087240162314652]}"""
"1_209,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51578392813713,1.4927649842962156]}"""
"1_212,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.48557152579338,1.494395213321592]}"""
"1_213,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.49484124014884,1.5213367167676504]}"""
"1_214,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.49372544119865,1.5232243254850986]}"""
"1_215,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.49913277457267,1.516531887129808]}"""
"1_218,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47544350455314,1.4821255652404837]}"""
"1_219,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47492852042228,1.4834125944642595]}"""
"1_220,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.48411240408927,1.4800663169268455]}"""
"1_222,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.48273911307365,1.4799805148722571]}"""
"1_223,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51930298636466,1.4911347540621012]}"""
"1_225,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51518311331779,1.4907057459050048]}"""
"1_226,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51715721915275,1.49242177803155]}"""
"1_227,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51792969534904,1.4907915475431186]}"""
"1_229,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.53028931448966,1.4794657024750353]}"""
"1_230,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52883019278556,1.4818681593059477]}"""
"1_231,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.54110398123771,1.480666931215964]}"""
"1_233,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.53844322989494,1.4846996229393585]}"""
"1_235,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56650986502677,1.4777496602883573]}"""
"1_236,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56719651053459,1.4801521189781006]}"""
"1_238,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58599343131095,1.481610753341502]}"""
"1_239,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58865418265373,1.481610753341502]}"""
"1_241,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60333123038322,1.5107832376567067]}"""
"1_242,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58444847891838,1.5099252289665706]}"""
"1_245,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55861344168693,1.5166605880628758]}"""
"1_246,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55457939932853,1.528501041075218]}"""
"1_248,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52307953665763,1.524554230634118]}"""
"1_250,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52127709219963,1.5281578404550191]}"""
"1_252,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51947464774162,1.5319330442581345]}"""
"1_255,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51466812918693,1.5297022428138483]}"""
"1_256,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5169855577758,1.527728839602639]}"""
"1_257,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51775803397209,1.526613436985604]}"""
"1_258,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5202471239379,1.5239536284104462]}"""
"1_262,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51509728262931,1.5345928429440445]}"""
"1_263,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.51578392813713,1.5376816372664284]}"""
"1_264,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52033295462638,1.533992243529706]}"""
"1_268,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57260384390861,1.5205216124925889]}"""
"1_269,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57140221426994,1.5206932134181954]}"""
"1_270,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60000959886897,1.5800840339432152]}"""
"1_275,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5815560008465,1.5689302572762358]}"""
"1_277,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.54396215929377,1.5546018569611904]}"""
"1_279,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57117048754084,1.5493681056045168]}"""
"1_281,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58430258287775,1.5518562840941827]}"""
"1_282,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.59348646654475,1.5507408940984666]}"""
"1_283,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.59314314379084,1.5443917398618663]}"""
"1_284,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.6097942973553,1.5561462401301682]}"""
"1_285,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63348356737482,1.546536726526903]}"""
"1_286,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63477102770197,1.547480519972845]}"""
"1_288,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.64549986376154,1.5500544999627413]}"""
"1_289,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.62824789537775,1.5490249083419914]}"""
"1_290,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.6017262126385,1.5900365841077275]}"""
"1_291,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60211245073664,1.5777674852417864]}"""
"1_293,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.59988085283625,1.5798266397705614]}"""
"1_295,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57400290026057,1.5825721759668803]}"""
"1_296,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57044092668879,1.57506484182975]}"""
"1_297,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56936804308283,1.5755796313215331]}"""
"1_298,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63623014940607,1.5497971021044734]}"""
"1_299,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.64193789018977,1.5568326322867745]}"""
"1_300,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.64687315477717,1.5505692955853998]}"""
"1_301,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.64635817064631,1.5499687006801208]}"""
"1_303,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63554350389826,1.5420322520298375]}"""
"1_304,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.63459936632502,1.5468799241921756]}"""
"1_305,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.65275255693781,1.5434479450432095]}"""
"1_306,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.65120760454523,1.5421180516332231]}"""
"1_307,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.62704626573908,1.5479524165383403]}"""
"1_311,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.66263102818222,1.8640856922796911],[-75.65473460484237,1.8640856922796911],[-75.65473460484237,1.8687180906005607],[-75.66263102818222,1.8687180906005607],[-75.66263102818222,1.8640856922796911]]]}"""
"1_314,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.4338064127037,1.9412907162955244],[-75.41028880406112,1.9412907162955244],[-75.41028880406112,1.9524422649586577],[-75.4338064127037,1.9524422649586577],[-75.4338064127037,1.9412907162955244]]]}"""
"1_315,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.4312314920494,1.8935955755061165],[-75.41801356602402,1.8935955755061165],[-75.41801356602402,1.9020023692186077],[-75.4312314920494,1.9020023692186077],[-75.4312314920494,1.8935955755061165]]]}"""
"1_316,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.42436503697128,1.9726864254666185],[-75.40651225376816,1.9726864254666185],[-75.40651225376816,1.981435944160027],[-75.42436503697128,1.981435944160027],[-75.42436503697128,1.9726864254666185]]]}"""
"1_317,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.51594371108942,2.004977675362773],[-75.50633067398005,2.004977675362773],[-75.50633067398005,2.0090950210049163],[-75.51594371108942,2.0090950210049163],[-75.51594371108942,2.004977675362773]]]}"""
"1_320,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.43715113906794,1.9835329998276312],[-75.4299413612359,1.9835329998276312],[-75.4299413612359,1.9984585235875167],[-75.43715113906794,1.9984585235875167],[-75.43715113906794,1.9835329998276312]]]}"""
"1_321,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.53328151016169,1.9818174137363622],[-75.52212352065973,1.9818174137363622],[-75.52212352065973,1.9943411512305333],[-75.53328151016169,1.9943411512305333],[-75.53328151016169,1.9818174137363622]]]}"""
"1_322,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.5039274147027,2.0490670422285806],[-75.47886485366755,2.0490670422285806],[-75.47886485366755,2.0602178581210877],[-75.5039274147027,2.0602178581210877],[-75.5039274147027,2.0490670422285806]]]}"""
"1_324,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.50375575332575,2.032598003011992],[-75.49894923477106,2.032598003011992],[-75.49894923477106,2.035171301498839],[-75.50375575332575,2.035171301498839],[-75.50375575332575,2.032598003011992]]]}"""
"1_325,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.55353755264215,2.0540420312449323],[-75.53328151016169,2.0540420312449323],[-75.53328151016169,2.058673903644241],[-75.55353755264215,2.058673903644241],[-75.55353755264215,2.0540420312449323]]]}"""
"1_326,1,""{""""geodesic"""":false,""""type"""":""""Polygon"""",""""coordinates"""":[[[-75.55662745742731,2.0394601231811804],[-75.54478282241755,2.0394601231811804],[-75.54478282241755,2.0454644543250255],[-75.55662745742731,2.0454644543250255],[-75.55662745742731,2.0394601231811804]]]}"""
"1_327,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.49221726409559,2.107114663553509]}"""
"1_328,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.46612473479871,2.1211813149464973]}"""
"1_329,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.43694230071668,2.112604103651771]}"""
"1_330,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.44106217376356,2.0505036929250866]}"""
"1_332,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.48878403655652,2.0865290912538415]}"""
"1_335,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.4163429354823,1.995606293128807]}"""
"1_336,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.42286606780652,1.9595788753108774]}"""
"1_337,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47505112640027,2.0851567101568484]}"""
"1_338,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47882767669324,2.1060853913793003]}"""
"1_339,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.42046280852918,2.063541550518946]}"""
"1_341,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58251114837293,1.97982294925704]}"""
"1_347,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.46681138030652,2.1057423005034415]}"""
"1_353,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.41565628997449,2.0542778205506695]}"""
"1_354,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.4434654330409,2.066972547935971]}"""
"1_355,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.4654380892909,2.0782947867350674]}"""
"1_358,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5478355502284,2.0662863490453756]}"""
"1_362,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56809159270887,2.034034668428932]}"""
"1_364,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5701515292323,1.9959494076217732]}"""
"1_367,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.6082603549159,1.9582063868345287]}"""
"1_370,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.40981980315809,1.9856559417386397]}"""
"1_371,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.45788498870496,2.057022635041982]}"""
"1_372,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.45925827972059,2.069717340531289]}"""
"1_373,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.45822831145887,2.082755040357703]}"""
"1_375,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.44518204681043,2.1160349938643073]}"""
"1_376,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.4602882479823,2.1211813149464973]}"""
"1_378,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.50869675628309,2.10539920955205]}"""
"1_379,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57942124358777,1.8161478959691189]}"""
"1_380,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60105057708387,1.8374230883308365]}"""
"1_382,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60551377288465,1.8569823158470682]}"""
"1_383,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.60620041839246,1.8717373794407932]}"""
"1_385,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55710526458387,1.8538940310990082]}"""
"1_386,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55710526458387,1.8394819645117018]}"""
"1_388,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.5478355502284,1.8463448679391332]}"""
"1_389,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47333451263074,1.82232459065481]}"""
"1_391,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.44689866057996,1.8518351716064114]}"""
"1_392,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.43041916839246,1.8607568787646112]}"""
"1_393,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.45376511565809,1.862815727861158]}"""
"1_394,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47573777190809,1.8710511001590828]}"""
"1_396,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56380005828504,1.828672838115856]}"""
"1_398,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52483292571668,1.8110006342660867]}"""
"1_399,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.52809449187879,1.8300454292115165]}"""
"1_400,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.48054429046277,1.8216382922901786]}"""
"1_402,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.53805085174207,1.7828620129506436]}"""
"1_403,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.53307267181043,1.800534490425046]}"""
"1_406,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.56328507415418,1.7972745316911884]}"""
"1_410,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.55521698943738,1.7804599154978944]}"""
"1_413,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58834763518934,1.807912270223618]}"""
"1_414,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.57152482024793,1.8480605896593425]}"""
"1_416,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58165284148816,1.865217715432473]}"""
"1_417,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.58869095794324,1.8725952281651608]}"""
"1_421,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.50268860808973,1.830217003024612]}"""
"1_424,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.49565049163465,1.8372515152085955]}"""
"1_426,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.47470780364637,1.8010492202187083]}"""
"1_427,1,""{""""type"""":""""Point"""",""""coordinates"""":[-75.49462052337293,1.7825188563634942]}"""
